Festival,Year,Track,Title,Brand,Agency,Network,Holding,Category,Award level,Country,Company,Product,Production
Fiap,2025,Anuncios,La Reserva Rosa,Liga Contra El cancer,RosadoToledo&,Independiente,Independiente,Mejor Uso de la Cultura Local,Shortlist,Puerto Rico,Liga Contra El cancer,Clinica de La Liga Contra El cancer,Cine 70/Whisky
Fiap,2025,Formatos,La Reserva Rosa,Liga Contra El cancer,RosadoToledo&,Independiente,Independiente,Mejor Campana de Plataforma de Responsabilidad Social,Shortlist,Puerto Rico,Liga Contra El cancer,Clinica de La Liga Contra El cancer,Cine 70/Whisky
Fiap,2025,Anuncios,Supporting Numbers,Susan G Komen for the Cure,RosadoToledo&,Independiente,Independiente,Salud,Shortlist,Puerto Rico,Susan G Komen for the Cure,RACE FOR THE CURE,RosadoToledo&
Fiap,2025,Innovacion,Supporting Numbers,Susan G Komen for the Cure,RosadoToledo&,Independiente,Independiente,Innovacion en Outdoor/Via publica/Ambient,Shortlist,Puerto Rico,Susan G Komen for the Cure,RACE FOR THE CURE,RosadoToledo&
Fiap,2025,Innovacion,Supporting Numbers,Susan G Komen for the Cure,RosadoToledo&,Independiente,Independiente,Innovacion en Eventos/Experiencia,Shortlist,Puerto Rico,Susan G Komen for the Cure,RACE FOR THE CURE,RosadoToledo&
Fiap,2025,Innovacion,Zero Runs = Pepsi Zero,Pepsi Zero,RosadoToledo&,Independiente,Independiente,Innovacion en Television,Shortlist,Puerto Rico,Pepsi,Pepsi Zero,RosadoToledo&
Fiap,2025,Innovacion,Zero Runs = Pepsi Zero,Pepsi Zero,RosadoToledo&,Independiente,Independiente,Innovacion en Eventos/Experiencia,Shortlist,Puerto Rico,Pepsi,Pepsi Zero,RosadoToledo&
Fiap,2025,Formatos,Zero Runs = Pepsi Zero,Pepsi Zero,RosadoToledo&,Independiente,Independiente,Live Experience,Shortlist,Puerto Rico,Pepsi,Pepsi Zero,RosadoToledo&
Fiap,2025,Innovacion,Sweat Store,Gatorade,RosadoToledo&,Independiente,Independiente,Innovacion en Activaciones,Shortlist,Puerto Rico,Pepsico & CBC,Gatorade,RosadoToledo&
Fiap,2025,Innovacion,Love Language Lessons,Duolingo,Bendita Carpeta,N/A,N/A,Estudiantes,Shortlist,Chile,Duolingo,Love Language Lessons,N/A
Fiap,2025,Innovacion,The Missing Team,Sandy Hook Promise,Miami Ad School,N/A,N/A,Estudiantes,Shortlist,Mexico,Sandy Hook Promise,EA Sports College Football 2025,Estudiantes
Fiap,2025,Formatos,Corona Suntimer,Cerveza Corona,El Taier DDB Centro,DDB Worldwide,Omnicom,Live Experience,Shortlist,Guatemala,Cerveceria Ambev,Cerveza,Mento Media
Fiap,2025,Formatos,Corona Suntimer,Cerveza Corona,El Taier DDB Centro,DDB Worldwide,Omnicom,Mejor Uso de Ambient Media,Shortlist,Guatemala,Cerveceria Ambev,Cerveza,Mento Media
Fiap,2025,Innovacion,Corona Suntimer,Cerveza Corona,El Taier DDB Centro,DDB Worldwide,Omnicom,Innovacion en Outdoor/Via publica/Ambient,Shortlist,Guatemala,Cerveceria Ambev,Cerveza,Mento Media
Fiap,2025,Innovacion,Corona Suntimer,Cerveza Corona,El Taier DDB Centro,DDB Worldwide,Omnicom,Innovacion en Eventos/Experiencia,Shortlist,Guatemala,Cerveceria Ambev,Cerveza,Mento Media
Fiap,2025,Innovacion,Corona Suntimer,Cerveza Corona,El Taier DDB Centro,DDB Worldwide,Omnicom,Innovacion en Activaciones,Shortlist,Guatemala,Cerveceria Ambev,Cerveza,Mento Media
Fiap,2025,Innovacion,Corona Suntimer,Cerveza Corona,El Taier DDB Centro,DDB Worldwide,Omnicom,Innovacion en Marketing Directo,Shortlist,Guatemala,Cerveceria Ambev,Cerveza,Mento Media
Fiap,2025,Innovacion,Leosapp,SuperFrango,Filadelfia,Independiente,Independiente,Innovacion en plataformas digitales,Shortlist,Brasil,Sao Salvador Alimentos,Muslos y contramuslos de pollo deshuesados,Jnto
Fiap,2025,Anuncios,Leosapp,SuperFrango,Filadelfia,Independiente,Independiente,Uso de Inteligencia Artificial,Shortlist,Brasil,Sao Salvador Alimentos,Muslos y contramuslos de pollo deshuesados,Jnto
Fiap,2025,Innovacion,Styled to Stay,IKEA,Brother,N/A,N/A,Estudiantes,Shortlist,Uruguay,IKEA,Styled to Stay,N/A
Fiap,2025,Innovacion,Amis7ad Apas10nada,Schneider,Brother,N/A,N/A,Estudiantes,Shortlist,Argentina,N/A,Lata Schneider 710ml,N/A
Fiap,2025,Formatos,Pizza Pizza Voice Jumper,Little Caesars,Digitas,Publicis Worldwide,Publicis Groupe,Advergaming,Shortlist,Guatemala,Coralsa - Little Caesars Guatemala,Little Caesars,Pits Guatemala
Fiap,2025,Formatos,Amis7ad Apas10nada,Schneider,Brother,N/A,N/A,Estudiantes,Shortlist,Argentina,N/A,Lata Schneider 710ml,N/A
Fiap,2025,Anuncios,InvertirIA como ellos,Valores Casa de Bolsa,Biedermann McCann,McCann Worldgroup,IPG,Grafica - Varios,Shortlist,Paraguay,Valores Casa de Bolsa,Alianza Inviu,Biedermann
Fiap,2025,Formatos,Duo Grails,Duolingo,Miami Ad School,N/A,N/A,Estudiantes,Shortlist,Mexico,Duolingo,Duo Grails,N/A
Fiap,2025,Formatos,idolas no Reconocidas,Mastercard,WMcCann,McCann Worldgroup,IPG,Branded Content integrado a otras plataformas,Shortlist,Brasil,Mastercard,Mastercard,Piloto
Fiap,2025,Formatos,Fabio Cesar Ferreira,Lacta Bis,BPS (Brand Partnership Studio),Amazon Servi�os de Varejo do Brasil Ltda,Amazon,Branded Content - Programa de Entretenimiento,Shortlist,Brasil,Mondelez Lacta Brasil,Bis,Brand Partnership Studio
Fiap,2025,Formatos,Fabio Cesar Ferreira,Lacta Bis,BPS (Brand Partnership Studio),Amazon Servi�os de Varejo do Brasil Ltda,Amazon,Advergaming,Shortlist,Brasil,Mondelez Lacta Brasil,Bis,Brand Partnership Studio
Fiap,2025,Formatos,idolas no Reconocidas,Mastercard,WMcCann,McCann Worldgroup,IPG,Mejor Uso de Ambient Media,Shortlist,Brasil,Mastercard,Mastercard,Piloto
Fiap,2025,Anuncios,Llevamos mas tiempo aqui que lo muy de aqui,Burger King,This is Libre,Independiente,Independiente,Television/Cine/Digital - Alimentos/Comidas/Bebidas Alcoholicas/No Alcoholicas,Shortlist,Espana,Burger King Espana,Burger King,Roma
Fiap,2025,Anuncios,Llevamos mas tiempo aqui que lo muy de aqui,Burger King,This is Libre,Independiente,Independiente,Mejor Uso de la Cultura Local,Shortlist,Espana,Burger King Espana,Burger King,Roma
Fiap,2025,Anuncios,Identique,Campofrio,This is Libre,Independiente,Independiente,Campanas Integrales,Shortlist,Espana,Campofrio,Campofrio,Harry
Fiap,2025,Anuncios,Identique,Campofrio,This is Libre,Independiente,Independiente,Creatividad Efectiva - Aporte Cultural y/o Multicultural,Shortlist,Espana,Campofrio SL,Campofrio,Harry
Fiap,2025,Anuncios,Identique,Campofrio,This is Libre,Independiente,Independiente,Mejor Uso de la Cultura Local,Shortlist,Espana,Campofrio,Campofrio,Harry
Fiap,2025,Formatos,Identique,Campofrio,This is Libre,Independiente,Independiente,Medios Integrados/Contenido 360,Shortlist,Espana,Campofrio,Campofrio,Harry
Fiap,2025,Anuncios,A unos libros de distancia,Casa del Libro,This is Libre,Independiente,Independiente,Radio - Negocios al publico,Shortlist,Espana,Casa del Libro,Casa del Libro,Essencial Producciones
Fiap,2025,Anuncios,A unos libros de distancia,Casa del Libro,This is Libre,Independiente,Independiente,Uso Creativo del Espacio en Publicidad de Eventos,Shortlist,Espana,Casa del Libro,Casa del Libro,Essencial Producciones
Fiap,2025,Formatos,A unos libros de distancia,Casa del Libro,This is Libre,Independiente,Independiente,Desarrollo Tecnologico,Shortlist,Espana,Casa del Libro,Casa del Libro,Essencial Producciones
Fiap,2025,Formatos,A unos libros de distancia,Casa del Libro,This is Libre,Independiente,Independiente,Mejor Uso de Ambient Media,Shortlist,Espana,Casa del Libro,Casa del Libro,Essencial Producciones
Fiap,2025,Innovacion,A unos libros de distancia,Casa del Libro,This is Libre,Independiente,Independiente,Innovacion en Outdoor/Via publica/Ambient,Shortlist,Espana,Casa del Libro,Casa del Libro,Essencial Producciones
Fiap,2025,Formatos,Incomplete Ads,Quesos Que Rico,Mccann Worldgroup,McCann Worldgroup,IPG,Social Content,Shortlist,Panama,Nestle �,Quesos Que Rico,Latido
Fiap,2025,Innovacion,Incomplete Ads,Quesos Que Rico,Mccann Worldgroup,McCann Worldgroup,IPG,Innovacion en Redes Sociales,Shortlist,Panama,Nestle �,Quesos Que Rico,Latido
Fiap,2025,Anuncios,Cold Activated Announcers,Coors Light,Alma,DDB Worldwide,Omnicom,Radio - Alimentos/Comidas/Bebidas Alcoholicas/No Alcoholicas,Shortlist,USA,Molson Coors Beverage Company,Coors Light,Omnicom Production - Omnicom Studios - Crown Street Films - Animal Music
Fiap,2025,Formatos,DesafIA El nuevo Desafio Pepsi,Pepsi,Becoming Mode & Nro3,Becoming Mode & Nro3,Becoming Mode & Nro3,Live Experience,Shortlist,Argentina,PepsiCo,Pepsi Zero,Rebolucion & Macarena
Fiap,2025,Produccion,Cold Activated Announcers,Coors Light,Alma,DDB Worldwide,Omnicom,Mejor Locucion Comercial - Radio,Shortlist,USA,Molson Coors Beverage Company,Coors Light,Omnicom Production - Omnicom Studios - Crown Street Films - Animal Music
Fiap,2025,Produccion,Cold Activated Announcers,Coors Light,Alma,DDB Worldwide,Omnicom,Mejor Locucion Idioma Extranjero - (Excluye espanol y portugues),Shortlist,USA,Molson Coors Beverage Company,Coors Light,Omnicom Production - Omnicom Studios - Crown Street Films - Animal Music
Fiap,2025,Formatos,DesafIA El nuevo Desafio Pepsi,Pepsi,Becoming Mode & Nro3,Becoming Mode & Nro3,Becoming Mode & Nro3,Uso de Inteligencia Artificial,Shortlist,Argentina,PepsiCo,Pepsi Zero,Rebolucion & Macarena
Fiap,2025,Innovacion,DesafIA El nuevo Desafio Pepsi,Pepsi,Becoming Mode & Nro3,Becoming Mode & Nro3,Becoming Mode & Nro3,Mejor Experiencia Interactiva y Creativa en Evento,Shortlist,Argentina,PepsiCo,Pepsi Zero,Rebolucion & Macarena
Fiap,2025,Formatos,Saving Pelotica de Goma,Pelotica de Goma,La Web Figital Agency/Buentipo,Independiente,Independiente,Mejor Uso de Influencer en cualquier plataforma,Shortlist,Venezuela,Vacilate Esto,Saving Pelotica de Goma/Torneo Pelotica de Goma Vacilate Esto,La web Figital Agency/Buentipo
Fiap,2025,Formatos,Saving Pelotica de Goma,Vacilate Esto,La Web Figital Agency/Buentipo,Independiente,Independiente,Live Experience,Shortlist,Venezuela,Pelotica de Goma,Saving Pelotica de Goma/Torneo Pelotica de Goma Vacilate Esto,El Patio Content Sudio/Buentipo
Fiap,2025,Formatos,Saving Pelotica de Goma,Vacilate Esto,La Web Figital Agency/Buentipo,Independiente,Independiente,Evento en Vivo o Hibrido,Shortlist,Venezuela,Pelotica de Goma,Saving Pelotica de Goma/Torneo Pelotica de Goma Vacilate Esto,La web Figital Agency/Buentipo
Fiap,2025,Anuncios,InvertirIA como ellos,Valores Casa de Bolsa,Biedermann McCann,McCann Worldgroup,IPG,Grafica - Campanas (Productos/Servicios/Corporativas),Shortlist,Paraguay,Valores Casa de Bolsa,Alianza Inviu,Biedermann
Fiap,2025,Innovacion,[BAR] Pilsener,Pilsener,draftLine ABINBEV,Inhouse,Inhouse,Innovacion en Gaming y Entretenimiento,Shortlist,Ecuador,Ab-inbev,Pilsener,DraftLine Studios- Productora In-House
Fiap,2025,Innovacion,[BAR] Pilsener,Pilsener,draftLine ABINBEV,Inhouse,Inhouse,Innovacion en Activaciones,Shortlist,Ecuador,Ab-inbev,Pilsener,DraftLine Studios- Productora In-House
Fiap,2025,Anuncios,No seas paloma,Oldspice,Digitas,Publicis Worldwide,Publicis Groupe,Television/Cine/Digital - Higiene domestica personal/Belleza/Cosmetica/Perfumeria/Articulos medicinales y Farmaceuticos,Shortlist,Peru,Procter and Gamble,Oldpice en barra,Rebeca
Fiap,2025,Formatos,Conchita predictions,Juan Valdez,Inside Studio,Independiente,Independiente,Social Content,Shortlist,Colombia,Juan Valdez,N/A,Zuan Film
Fiap,2025,Anuncios,[BAR] Pilsener,Pilsener,draftLine ABINBEV,Inhouse,Inhouse,Television/Cine/Digital - Alimentos/Comidas/Bebidas Alcoholicas/No Alcoholicas,Shortlist,Ecuador,Ab-Inbev,Pilsener,DraftLine Studios- Productora In-House
Fiap,2025,Anuncios,Fire Prints,Revista Unquiet,Tech And Soul,Tech And Soul,Tech And Soul,Grafica - Recreacion/Placer/Tiempo Libre/Transporte/Viajes/Turismo,Shortlist,Brasil,Revista Unquiet,Institucional,Tech and Soul
Fiap,2025,Produccion,Fire Prints,Revista Unquiet,Tech And Soul,Tech And Soul,Tech And Soul,Tecnicas de Produccion Grafica - Direccion de Arte,Shortlist,Brasil,Revista Unquiet,Institucional,Tech and Soul
Fiap,2025,Formatos,Art Hits,B3 Pinacoteca Kondzilla,Tech And Soul,Tech And Soul,Tech And Soul,Music Content,Shortlist,Brasil,B3,B3 Cultura,Save this name
Fiap,2025,Formatos,Art Hits,B3 Pinacoteca Kondzilla,Tech And Soul,Tech And Soul,Tech And Soul,Social Content,Shortlist,Brasil,B3,B3 Cultura,Save this name
Fiap,2025,Innovacion,Cup Of Duty,KRAFT MAC & CHEESE,Miami Ad School,N/A,N/A,Estudiantes,Shortlist,Colombia,KRAFT MAC & CHEESE,MAC & CHEESE,N/A
Fiap,2025,Innovacion,Habitaciones que no callan,Movimiento de valientes Latino America y el Caribe,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Innovacion en PR,Shortlist,El Salvador,Movimiento de valientes Latino America y el Caribe,Movimiento de valientes Latino America y el Caribe,Mullenlowe SSP3/Gaspar
Fiap,2025,Innovacion,Vacilate AI,Vacilate Esto,La Web Figital Agency,Independiente,Independiente,Innovacion en Radio,Shortlist,Venezuela,Vacilate Esto,Vacilate AI,Estrella Rodriguez
Fiap,2025,Formatos,zZztreaming,360 Energy Drink,Digitas,Publicis Worldwide,Publicis Groupe,Live Experience,Shortlist,Peru,Industrias San Miguel,360 Energy Drink Gamer,The Pub
Fiap,2025,Innovacion,Powerade Reflective Label,Powerade,Independiente,N/A,N/A,Estudiantes,Shortlist,Peru,Coca Cola,Bebida isotonica,N/A
Fiap,2025,Innovacion,Samsung Impulse,Samsung,Cheil,Cheil Worldwide,Cheil,Uso de Inteligencia Artificial,Shortlist,Espana,Samsung Electronics Iberia,Galaxy Watch,Somos5
Fiap,2025,Innovacion,The Mind Guardian,Samsung,Cheil,Cheil Worldwide,Cheil,Salud,Shortlist,Espana,Samsung Electronics Iberia,Galaxy Tab & Cualquier tablet Android independientemente de la marca,Somos5
Fiap,2025,Formatos,Nescafe Decaf Billboards,Nescafe,Star5 Creative Inc,Ogilvy,WPP,Via Publica,Shortlist,Panama,Nestle,Cafe Descafeinado,VFX
Fiap,2025,Innovacion,Airbnbees - Luis Artadi & Joan Valenzuela,Airbnb,La Calle Escuela Creativa,N/A,N/A,Estudiantes,Shortlist,Peru,Airbnb,Airbnb,N/A
Fiap,2025,Innovacion,HackaGo,Google Cloud,Miami Ad School,N/A,N/A,Estudiantes,Shortlist,Espana,Google Cloud,Google Cloud,Google
Fiap,2025,Anuncios,El Rondon de Polar,Polar Pilsen,RG2 FCB,FCB,IPG,Television/Cine/Digital - Alimentos/Comidas/Bebidas Alcoholicas/No Alcoholicas,Shortlist,Venezuela,Polar Pilsen,Polar Pilsen,El Living
Fiap,2025,Produccion,Descubre La Guajira,Discover La Guajira - DMO (destination management office),Tornus,Independiente,Independiente,Tecnicas de Produccion Audiovisual - Direccion General,Shortlist,Colombia,Gobernacion La Guajira,La Guajira - territorio turistico Promocion de destino,Tornus
Fiap,2025,Produccion,Descubre La Guajira,Discover La Guajira - DMO (destination management office),Tornus,Independiente,Independiente,Tecnicas de Produccion Audiovisual - Edicion,Shortlist,Colombia,Gobernacion La Guajira,La Guajira - territorio turistico Promocion de destino,Tornus
Fiap,2025,Innovacion,Grandgamer,Xbox,Miami Ad School,N/A,N/A,Estudiantes,Shortlist,Mexico,Xbox,Terapias,Estudiantes
Fiap,2025,Formatos,Nescafe Decaf Billboards,Nescafe,Star5 Creative Inc,Ogilvy,WPP,Mejor Uso de Ambient Media,Shortlist,Panama,Nestle,Cafe Descafeinado,VFX
Fiap,2025,Innovacion,Nescafe Decaf Billboards,Nescafe,Star5 Creative Inc,Ogilvy,WPP,Innovacion en Outdoor/Via publica/Ambient,Shortlist,Panama,Nestle,Cafe Descafeinado,VFX
Fiap,2025,Anuncios,Nescafe Decaf Billboards,Nescafe,Star5 Creative Inc,Ogilvy,WPP,Via Publica - Productos,Shortlist,Panama,Nestle,Cafe Descafeinado,VFX
Fiap,2025,Anuncios,Nescafe Decaf Billboards,Nescafe,Star5 Creative Inc,Ogilvy,WPP,Via Publica - Campanas,Shortlist,Panama,Nestle,Cafe Descafeinado,VFX
Fiap,2025,Anuncios,Nescafe Decaf Billboards,Nescafe,Star5 Creative Inc,Ogilvy,WPP,Mejor Uso de la Cultura Local,Shortlist,Panama,Nestle,Cafe Descafeinado,VFX
Fiap,2025,Innovacion,Mujeres Valiosas,Casa de Moneda de Chile,Inbrax,SAB Marketing Connections,SAB Marketing Connections,Innovacion en Medios Impresos,Shortlist,Chile,Casa de Moneda de Chile,Impreso Conmemorativo 280 Anos,N/A
Fiap,2025,Formatos,The Diving Counter,Disney+,Bendita Carpeta,N/A,N/A,Estudiantes,Shortlist,Colombia,Disney+,Disney+,N/A
Fiap,2025,Innovacion,DuoLobby,Duolingo,Bendita Carpeta,N/A,N/A,Estudiantes,Shortlist,Chile,Duolingo,Overlay app,N/A
Fiap,2025,Formatos,Unboxer de prevencion,Chilesincancer,Inbrax,SAB Marketing Connections,SAB Marketing Connections,Salud,Shortlist,Chile,Chilesincancer,Unboxer de prevencion,Why Not Films
Fiap,2025,Innovacion,Unboxer de prevencion,Chilesincancer,Inbrax,SAB Marketing Connections,SAB Marketing Connections,Salud,Shortlist,Chile,Chilesincancer,Unboxer de prevencion,Why Not Films
Fiap,2025,Innovacion,Unboxer de prevencion,Chilesincancer,Inbrax,SAB Marketing Connections,SAB Marketing Connections,Innovacion en Marketing Directo,Shortlist,Chile,Chilesincancer,Unboxer de prevencion,Why Not Films
Fiap,2025,Formatos,DuoMiles,Duolingo,Bendita Carpeta,N/A,N/A,Estudiantes,Shortlist,Colombia,Duolingo,Duolingo,N/A
Fiap,2025,Formatos,Mayo Leaks,Hellmanns,Bendita Carpeta,N/A,N/A,Estudiantes,Shortlist,Colombia,Hellmanns,Hellmanns,N/A
Fiap,2025,Innovacion,Habitaciones que no callan,Movimiento de valientes Latino America y el Caribe,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Innovacion en Marketing Directo,Shortlist,El Salvador,Movimiento de valientes Latino America y el Caribe,Movimiento de valientes Latino America y el Caribe,Mullenlowe SSP3/Gaspar
Fiap,2025,Innovacion,Habitaciones que no callan,Movimiento de valientes Latino America y el Caribe,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Innovacion en Eventos/Experiencia,Shortlist,El Salvador,Movimiento de valientes Latino America y el Caribe,Movimiento de valientes Latino America y el Caribe,Mullenlowe SSP3/Gaspar
Fiap,2025,Anuncios,Habitaciones que no callan,Movimiento de valientes Latino America y el Caribe,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Transformacion Social - ONG,Shortlist,El Salvador,Movimiento de valientes Latino America y el Caribe,Movimiento de valientes Latino America y el Caribe,Mullenlowe SSP3/Gaspar
Fiap,2025,Formatos,Sonando Con DiDi,DiDi Rides,Initiative,Mediabrands,IPG,Own Media - Video Plataforma - Video,Shortlist,Mexico,DiDi Mexico,DiDi Rides,N/A
Fiap,2025,Anuncios,Habitaciones que no callan,Movimiento de valientes Latino America y el Caribe,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Uso Creativo del Espacio en Publicidad de Eventos,Shortlist,El Salvador,Movimiento de valientes Latino America y el Caribe,Movimiento de valientes Latino America y el Caribe,Mullenlowe SSP3/Gaspar
Fiap,2025,Anuncios,Habitaciones que no callan,Movimiento de valientes Latino America y el Caribe,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Creatividad Efectiva - Bien Publico,Shortlist,El Salvador,Movimiento de valientes Latino America y el Caribe,Movimiento de valientes Latino America y el Caribe,Mullenlowe SSP3/Gaspar
Fiap,2025,Produccion,Habitaciones que no callan,Movimiento de valientes Latino America y el Caribe,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Tecnicas de Produccion en PR,Shortlist,El Salvador,Movimiento de valientes Latino America y el Caribe,Movimiento de valientes Latino America y el Caribe,Mullenlowe SSP3/Gaspar
Fiap,2025,Produccion,Habitaciones que no callan,Movimiento de valientes Latino America y el Caribe,Publicidad Comercial MullenLowe,MullenLowe Group,IPG,Tecnicas de Produccion de BTL,Shortlist,El Salvador,Movimiento de valientes Latino America y el Caribe,Movimiento de valientes Latino America y el Caribe,Mullenlowe SSP3/Gaspar
Fiap,2025,Innovacion,The Antidoping Burger,Burger King,Bendita Carpeta,N/A,N/A,Estudiantes,Shortlist,Mexico,Burger King,The Impossible Burger,N/A
Fiap,2025,Innovacion,Player 024,Ministerio de Sanidad,The Atomic Garden,N/A,N/A,Estudiantes,Shortlist,Espana,Gobierno de Espana,Linea 024 (Linea de atencion a la conducta suicida),N/A
Fiap,2025,Innovacion,Heinzterception,Heinz,Teran,TBWA Worldwide,Omnicom,Innovacion en Eventos/Experiencia,Shortlist,Mexico,Kraft Heinz Mexico,Core,Disco
Fiap,2025,Innovacion,Heinzterception,Heinz,Teran,TBWA Worldwide,Omnicom,Innovacion en Redes Sociales,Shortlist,Mexico,Kraft Heinz Mexico,Core,Disco
Fiap,2025,Innovacion,Heinzterception,Heinz,Teran,TBWA Worldwide,Omnicom,Mejor Experiencia Interactiva y Creativa en Evento,Shortlist,Mexico,Kraft Heinz Mexico,Core,Disco
Fiap,2025,Formatos,The Cheapest Transfers,Bodega Aurrera,Teran,TBWA Worldwide,Omnicom,Advergaming,Shortlist,Mexico,Bodega Aurrera,N/A,N/A
Fiap,2025,Anuncios,[BAR] Pilsener,Pilsener,draftLine ABINBEV,Inhouse,Inhouse,Uso Creativo del Espacio en Publicidad de Eventos,Shortlist,Ecuador,Ab-Inbev,Pilsener,DraftLine Studios- Productora In-House
